ID,Card Name,Card Type,Points,Description,List,Labels,Members,Due Date,Closed,Date Last Activity,URL,Short Link,Checklist Count,Attachment Count
690cb7971526794028d523d9,[enhancement - 2] Data Creation: Tooltip to show inheritance hierarchy,enhancement,2,"Sprint #: 12

Sprint Timeline: 09/24 - 10/08

Points: 2

‌

Repo: jadn-sandbox

Base Branch: develop
Feature Branch: inheritance

Goal / Issue: Usability feature - allow a user to trace back where a type inherits its fields from.",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:33.733Z,https://trello.com/c/jGY2O5uO/833-enhancement-2-data-creation-tooltip-to-show-inheritance-hierarchy,jGY2O5uO,0,2
690cb7971526794028d52347,[enhancement - 2] Schema Creation: Tooltip to show inheritance hierarchy,enhancement,2,"Sprint #: 12

Sprint Timeline: 09/24 - 10/08

Points: 2

‌

Repo: jadn-sandbox

Base Branch: develop
Feature Branch: inheritance

Goal / Issue: Usability feature - allow a user to trace back where a type inherits its fields from.",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:33.409Z,https://trello.com/c/75DQtamd/832-enhancement-2-schema-creation-tooltip-to-show-inheritance-hierarchy,75DQtamd,0,2
690cb7931526794028d5154b,[enhancement - 3] Condense Data Creation Code & Bug Fixes,enhancement,3,"Sprint #: 12

Sprint Timeline: 09/24 - 10/08

Points: 3

Escalated from 2 to 3 due to quantity of bugs found

Repo: jadn-sandbox

Base Branch: develop
Feature Branch: simplify

‌

Goal / Issue: A lot of code in data creation is redundant and can be condensed into helper functions. A lot of helper functions perform similar tasks and can be condensed into more generalized functions.

How to Test: Make sure data creation functions normally.",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:28.766Z,https://trello.com/c/FhIIHt0t/816-enhancement-3-condense-data-creation-code-bug-fixes,FhIIHt0t,1,0
690cb7931526794028d51601,[essential - 1] Data Validation: add formats for f128 and f256,essential,1,"Sprint #: 12

Sprint Timeline: 09/24 - 10/08

Points: 1

‌

Repo: jadn-validation

Base Branch: develop
Feature Branch: number_formats

‌

Goal / Issue: add formats from jadn spec added with 2.0

‌

‌

Technical Details: formats added. F256 was decided to be a concern for the user, as numpy and similar libraries do not support its validation, and with the sandbox’s architecture we may not be able to properly handle them in the first place. from the wikipedia entry: 'There is no known hardware with native support for octuple precision'

‌

‌

How to Test: tests are in place for these formats under number. they can be accessed through the sandbox data creation UI as well.",MSR,"JADN Validation, v0.16.0",Kevin Cressman,,False,2025-11-06T14:58:28.412Z,https://trello.com/c/2IIGNgDp/819-essential-1-data-validation-add-formats-for-f128-and-f256,2IIGNgDp,0,0
690cb7931526794028d51750,[essential - 2] Data Creation: Combine Logic,essential,2,"Sprint #: 12

Sprint Started: 9/24

Sprint Completed: 10/8

Points: 2

_The_ `combine` _option value is a single character that specifies the required combination of FieldTypes:_

- _A: value must be an instance of_ `allOf` _the types_
- _O: value must be an instance of_ `anyOf` _the types, tried in field order until a match is found_
- _X: value must be an instance of_ `oneOf` _the types and no others_

Data Creation must only change how its onChange function works, by setting data directly to value instead of field_name: value.

Repo: jadn-sandbox

Branch: combine3",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:28.887Z,https://trello.com/c/W67NpG2h/820-essential-2-data-creation-combine-logic,W67NpG2h,0,0
690cb7971526794028d52531,[essential - 2] Data Creation: Ipv4Net and Ipv6Net,essential,2,"Sprint #: 12

Sprint Started: 9/24

Sprint Completed: 10/8

Points: 2

‌

Repo: jadn-sandbox

Branch: ipnet

‌

Goal:

JADN 2.0 Update

Currently the logic expects an array with two entries, this resembles the schema, but the data should be a “/“ separated string.

[https://www.rfc-editor.org/rfc/rfc4632.html#section-3.1](https://www.rfc-editor.org/rfc/rfc4632.html#section-3.1 ""smartCard-inline"")

The UI can still take in two entries but eventually the data will need to be concatenated into a “/“ separated string.",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:33.788Z,https://trello.com/c/fvXup6h3/834-essential-2-data-creation-ipv4net-and-ipv6net,fvXup6h3,0,2
690cb7931526794028d518fc,[essential - 2] Data Validation: Ipv4-net Data Validation,essential,2,"Sprint #: 2, 3

Sprint Started: 05/08/2025

Sprint Completed: 05/21/2025

Points: 3

‌

Repo: jadn_validation

Branch: ip_address

‌

Repo: jadn_sandbox

Branch: ip_address

~ New whl created and added to the sandbox

‌

Goal:

Add Array IP Address Data Validation logic.  Align with Schema Creation.

Also addressing an minor UI issue:
`[""/ipv4-net"", ""{1"", ""{2""],`

Should be this:
`[""/ipv4-net"", ""{1"", ""}2""],`

Updated Goal:
Build logic to accept a String containing the IP Address and Prefix Length as such:
`192.168.99.0/24`

See RFC 4632 Section 3.1 as an example for ipv4-net",MSR,"JADN Sandbox, v0.16.0",,,False,2025-11-06T14:58:29.854Z,https://trello.com/c/uhWoaRvR/823-essential-2-data-validation-ipv4-net-data-validation,uhWoaRvR,0,5
690cb7931526794028d519cd,[essential - 2] Data Validation: Ipv6-net Data Validation,essential,2,"Sprint #: 2, 3

Sprint Started: 05/08/2025

Sprint Completed: 05/21/2025

Points: 3

‌

Repo: jadn_validation

Branch: ip_address

‌

Repo: jadn_sandbox

Branch: ip_address

~ New whl created and added to the sandbox

‌

Goal:

Add Array IP Address Data Validation logic.  Align with Schema Creation.

Also addressing an minor UI issue:
`[""/ipv4-net"", ""{1"", ""{2""],`

Should be this:
`[""/ipv4-net"", ""{1"", ""}2""],`

Updated Goal:
Build logic to accept a String containing the IP Address and Prefix Length as such:
`192.168.99.0/24`

See RFC 4632 Section 3.1 as an example for ipv4-net",MSR,"JADN Sandbox, v0.16.0",,,False,2025-11-06T14:58:30.198Z,https://trello.com/c/NP6EXjIe/824-essential-2-data-validation-ipv6-net-data-validation,NP6EXjIe,0,5
690cb7991526794028d52ac7,[essential - 2] JADN CLI: Incorporate XSD Attr Logic,essential,2,"Sprint #: 7

Sprint Started:

Sprint Completed:

Points: 2

‌

Repo: jadn-cli and jadn-sanbox

Branch: jadn-validation-2.0

‌

Goal / Issue:

add whl jadn-xml 1.12.0 to cli and sandbox

Technical Details:

‌

How to Test:",MSR,"JADN XML, JADN CLI, v0.16.0",Matt,,False,2025-11-06T14:58:35.045Z,https://trello.com/c/BLN9Ey1l/837-essential-2-jadn-cli-incorporate-xsd-attr-logic,BLN9Ey1l,0,2
690cb7991526794028d528de,[essential - 2] JADN CLI: Update Schema Validation API to use new 2.0 Validation,essential,2,"Sprint #: 12

Sprint Timeline: 09/24 - 10/08

Points: 2

‌

Repo: jadn_cli

Branch: jadn-validation-2.0

‌

Goal / Issue:

The cli is using the legacy validation logic, as well as, the legacy html generation logic.

Add the new jadn validation and jadn utils whls, imports and interfaces.

‌

How to Test:

Run pip install -r requirements.txt to install the new whls

Run schema\_v and schema\_vis / html",MSR,JADN CLI,Matt,,False,2025-11-06T14:58:34.472Z,https://trello.com/c/ptMDDtKS/835-essential-2-jadn-cli-update-schema-validation-api-to-use-new-20-validation,ptMDDtKS,0,3
690cb7991526794028d52998,[essential - 2] Schema Creation: Rebuild AP Hunt using JADN 2.0,essential,2,"Sprint #: 10

Sprint Started: 8/28

Sprint Completed: 9/10

Points: 2

‌

Repo: jadn-validation

Base Branch: base\_types\_loc

Feature Branch: ap-hunt

‌

Goal / Issue:

Update ap-hunt to validate with the j_metaschema.

‌

Technical Details:

Some unit tests failed for oscal schemas,  Updated as needed.

A new j validation whl will be needed and added to the j sandbox once this is ready.

This is based off of the base\_types\_loc branch.

How to Test:

Run test\_ap\_hunt.py or all unit tests.",MSR,"JADN Sandbox, v0.16.0",Matt,,False,2025-11-06T14:58:34.764Z,https://trello.com/c/uINAGsKF/836-essential-2-schema-creation-rebuild-ap-hunt-using-jadn-20,uINAGsKF,0,4
690cb7961526794028d5200d,[essential - 2] Schema Creation: Rebuild OC2 v1.0.1 using JADN 2.0,essential,2,"Sprint #: 12

Sprint Timeline: 9/24 - 10/8

Points: 2

‌

Repo: jadn-validation, jadn-sandbox

Branch: os2

‌

Goal / Issue:

oc2 fails schema validation

‌

Technical Details:

updates were needed to the metaschema, added a itemId as a plain integer  to allow for any integer including 0.  Response types use 0 for the no response type

‌

How to Test:

Run the jadn validation tests, specifically the test\_openc2\_101.py",MSR,"JADN Sandbox, JADN Validation, v0.16.0",Matt,,True,2025-11-06T14:59:09.159Z,https://trello.com/c/GNtyTmMv/827-essential-2-schema-creation-rebuild-oc2-v101-using-jadn-20,GNtyTmMv,0,5
690cb7961526794028d5200e,[essential - 2] Schema Creation: Rebuild OC2 v1.1 using JADN 2.0,essential,2,"Sprint #: 10

Sprint Started: 8/28

Sprint Completed: 9/10

Points: 2

‌

Repo: jadn-validation, jadn-sandbox

Branch: os2

‌

Goal / Issue:

‌

Technical Details:

\*\* New whl added to jadn-sandbox: jadnvalidation 2.1.0

Make sue to uninstall the old validation and reinstall server reqs.

How to Test:",MSR,"JADN Sandbox, JADN Validation, v0.16.0",Matt,,True,2025-11-06T14:59:06.551Z,https://trello.com/c/e8aSsmEh/828-essential-2-schema-creation-rebuild-oc2-v11-using-jadn-20,e8aSsmEh,0,6
690cb7961526794028d52189,[essential - 2]: Data Creation: Final Logic,essential,2,"Sprint #: 11, 12

Sprint Started: 9/11

Sprint Completed: 10/8

Points: 2

A type with the final option indicates that the type cannot be subtyped, meaning no other types can extend/restrict it.

‌

Repo: jadn-sandbox

Branch: final",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:33.077Z,https://trello.com/c/EESRzDS9/830-essential-2-data-creation-final-logic,EESRzDS9,0,2
690cb7931526794028d51554,[essential - 3] JADN Validation: Update Integer format options,essential,3,"Sprint #: 11

Sprint Started: 9/11

Sprint Completed: 9/24

Points: 3

‌

Repo: jadn-validation

Branch: string_opts

‌

Goal / Issue: A number of options and formats need to be added to or updated for 2.0 changes in the validation checks.

‌

Technical Details: several formats for Integer have received updates. added f123 and f256 updated routing for /long, /int, /short, /byte, unsigned of the previous, json versions of several previously xml-only checks, as options for alternate formatting options to align with able 4-12 of the jadn schema.

‌

How to Test: unit tests have been added. inclusion on the develop branch will allow for later whls to include these validations, at which point the sandbox can be used as an alternate method of passing in test values.",MSR,"JADN Validation, v0.16.0",Kevin Cressman,,False,2025-11-06T14:58:28.385Z,https://trello.com/c/wbW1uaQ4/817-essential-3-jadn-validation-update-integer-format-options,wbW1uaQ4,0,0
690cb7991526794028d52acc,[essential - 3] Validation: JSON formatted ip-net validation,essential,3,"Sprint #: 12

Sprint Timeline: 09/24 - 10/08

Points: 3

‌

Repo: jadn-validation

Base Branch: develop
Feature Branch: number_formats

‌

Goal / Issue: the JADN spec and the updated UI for the sandbox serializes JSON IP-net to a String. data validation requires an update to handle this serialization correctly.

‌

‌

Technical Details: edits to the Array check_type as well as the ipv4-net and ipv6-net formats will be necessary, as well as updates to associated tests and possible tangential code.

‌

‌

How to Test: running the updated tests as well as correct interaction with the sandbox Data Creation page should showcase the changes.",MSR,"JADN Validation, v0.16.0",Kevin Cressman,,False,2025-11-06T14:58:34.947Z,https://trello.com/c/mfTmCVF0/838-essential-3-validation-json-formatted-ip-net-validation,mfTmCVF0,0,4
690cb7931526794028d51555,[issue - 1] Schema Creation: sbToastSuccess bug,issue,1,"Sprint #: 12

Sprint Timeline: 09/24 - 10/08

Points: 1

‌

Repo: jadn-sandbox

Base Branch: develop
Feature Branch: toast-fix

‌

Goal / Issue: When loading a schema in SchemaCreator, a green success toast is supposed to pop up and stay there. The bug was that the toast would appear and disappear within a fraction of a second ONLY on this page. Fixed by replacing SBFileLoader with SBSchemaLoader in withSchemaCreator. Making ticket for CR purposes in case more bugs are introduced.",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:29.142Z,https://trello.com/c/b8EHnHIg/818-issue-1-schema-creation-sbtoastsuccess-bug,b8EHnHIg,0,1
690cb7961526794028d520dd,[issue - 2] Data Creation: Type does not inherit all fields from a type that also has inherited fields. (Recursive inheritance),issue,2,"Sprint #: 12

Sprint Started: 9/25

Sprint Completed: 10/8

Points: 2

Repo: jadn-sandbox

Branch: inheritance",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:32.952Z,https://trello.com/c/4CBjH9bt/829-issue-2-data-creation-type-does-not-inherit-all-fields-from-a-type-that-also-has-inherited-fields-recursive-inheritance,4CBjH9bt,0,1
690cb79a1526794028d52bd1,[issue - 2] JADN XML: Use Raw URL for JADN Base Type Schema Location,issue,2,"Sprint #: 12

Sprint Timeline: 09/24 - 10/08

Points: 2

‌

Repo: jadn-sandbox, jadn-validation, sb-jadn-xml-util

Base Branch: develop
Feature Branch: base\_types\_loc

‌

Goal / Issue:

Currently uses a relative path, which users will not have.
\* Update:

![image.png](https://trello.com/1/cards/68dae5fbb168cc1ddfd54208/attachments/68dbf30d0f1248778796335d/download/image.png)

Technical Details:

\*\* New whls for jadn-validaiton and jadn-xml

How to Test:

If the unit tests pass in the sb-jadn-xml-util and jadn-validation, and the sandbox shows the annotated jadn base types url in the translation to xsd page, then it’s good to go.",MSR,"JADN XML, v0.16.0",Matt,,False,2025-11-06T14:58:35.217Z,https://trello.com/c/KSDQOeyr/839-issue-2-jadn-xml-use-raw-url-for-jadn-base-type-schema-location,KSDQOeyr,0,5
690cb7961526794028d51f0d,[issue - 2] Schema Creation: Allow restrict and extends to overwrite inherited fields,issue,2,"Sprint #: 12

Sprint Started: 9/25

Sprint Completed: 10/8

Points: 2

A type that restricts another type inherits its fields. Currently, the Schema Creation page acts like Enumerated(Enum) and removes the option to add fields, since the new type should only be a subset of the restricted type. However, the user should be able to add a field with the same id as an inherited field to overwrite that field.

Need to add schema creation logic to overwrite inherited fields.

Also consider: Currently, when a type extends another type, there are repeat ID’s. This could be a problem for restricts.

Example:

Record_1 (1: idx, 2: name)

Record\_2 (extends Record\_1) → (1: idx, 2:name, 1: email)

Now if a type restricts Record_2 and tries to overwrite field with id 1, which one does it overwrite? Need to have unique ID’s.

Repo: jadn-sandbox

Branch: inheritance",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:32.187Z,https://trello.com/c/V6UMxyCs/825-issue-2-schema-creation-allow-restrict-and-extends-to-overwrite-inherited-fields,V6UMxyCs,0,2
690cb7961526794028d51f8f,[issue - 2] Schema Creation: Types inheriting fields via extension have duplicate ID's,issue,2,"Sprint #: 12

Sprint Started: 9/25

Sprint Completed: 10/8

Points: 2

See description of ticket attached.

Repo: jadn-sandbox

Branch: inheritance",MSR,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T14:58:32.366Z,https://trello.com/c/5TBnjcO2/826-issue-2-schema-creation-types-inheriting-fields-via-extension-have-duplicate-ids,5TBnjcO2,0,3
690cb7fe03137381d111d742,[Issue - 4] Schema Creation: Process - (K)ey/(L)ink field option,issue,4,,MSR 2,JADN Sandbox,Kevin Cressman,,False,2025-11-06T15:00:16.526Z,https://trello.com/c/zz5P9s6J/841-issue-4-schema-creation-process-key-link-field-option,zz5P9s6J,0,3
690cb7ff03137381d111db36,[customer request - 2] JADN CLI: Concise JSON Output Flag,customer request,2,"**Sprint #**: 13

**Sprint Timeline**: 10/8 - 10/22

**Points**: 2

‌

**Repo**: jadn-cli

**Base Branch**: develop
**Feature Branch**: compact-json-2

‌

**Research:**

[https://leapcell.io/blog/how-to-minify-json-a-developer-guide](https://leapcell.io/blog/how-to-minify-json-a-developer-guide ""‌"")

[https://stackoverflow.com/questions/48487195/how-to-minify-json](https://stackoverflow.com/questions/48487195/how-to-minify-json ""smartCard-inline"")

[https://jsonformatter.org/json-minify](https://jsonformatter.org/json-minify ""smartCard-inline"")",MSR 2,JADN CLI,Joshua Cohen,,False,2025-11-06T15:00:18.095Z,https://trello.com/c/UygXB5vb/848-customer-request-2-jadn-cli-concise-json-output-flag,UygXB5vb,0,6
690cb7ff03137381d111dc24,[customer request - 2] JADN Sandbox: Ability to use Concise JSON Data,customer request,2,"**Sprint #**: 13

**Sprint Timeline**: 10/8 - 10/22

**Points**: 2

‌

**Repo**: jadn-sandbox

**Base Branch**: develop
**Feature Branch**: compact-json

Need in Data Creation, Data Translation? Shouldn’t need anywhere else because it can be validated the same as normal JSON.

**Research:**

[https://leapcell.io/blog/how-to-minify-json-a-developer-guide](https://leapcell.io/blog/how-to-minify-json-a-developer-guide ""‌"")

[https://stackoverflow.com/questions/48487195/how-to-minify-json](https://stackoverflow.com/questions/48487195/how-to-minify-json ""smartCard-inline"")

[https://jsonformatter.org/json-minify](https://jsonformatter.org/json-minify ""smartCard-inline"")",MSR 2,JADN Sandbox,Joshua Cohen,,False,2025-11-06T15:00:18.506Z,https://trello.com/c/r3YNdvvX/849-customer-request-2-jadn-sandbox-ability-to-use-concise-json-data,r3YNdvvX,0,4
690cb7fe03137381d111d880,[enhancement - 1] Expand Choice Test Cases,enhancement,1,"Sprint #: 13

Sprint Timeline: 10/08 - 10/22

Points: 1

‌

Repo:

Base Branch: schema\_val\_2.0
Feature Branch: choice_combine

‌

Goal / Issue: Several of the tests in the Choice suite were missing important cases for issues such as multiple entries, ambiguous typing, or simply a lack of XML tests. these have been updated to further solidify our test coverage alongside the updated logic.

How to Test: tests adjusted to properly reflect the changes in structure.  they can be run to check validity.",MSR 2,JADN Validation,Kevin Cressman,,False,2025-11-06T15:00:16.228Z,https://trello.com/c/zyp3AZC4/843-enhancement-1-expand-choice-test-cases,zyp3AZC4,0,1
690cb80203137381d111e484,[enhancement - 3] Link Example Schemas to Example Data,enhancement,3,"**Sprint #:** 13

**Sprint Timeline:** 09/24 - 10/24

**Points**: 3

‌

**Repo**: jadn-sandbox

**Base Branch:** develop
**Feature Branch**: link-schemas

**Enhanced Goal:** Fix cbor conversion in Data Creation and Data Translation to remove wrapper if present, allowing for correct validation. Also fix Data Translation states not resetting upon schema change. Escalating to 3 pts.

**Goal**:

Link Example Schemas to Example Data to assist users, by showing them **ONLY** example data that matches the example schema selected on the Data Validation page. Ensure schemas with no matching example data, show only the custom.

![image.png](https://trello.com/1/cards/681a4e6346a06331e64c4d4b/attachments/681baac9539738ed715762cb/download/image.png)",MSR 2,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T15:00:21.029Z,https://trello.com/c/Hfu8Py2R/856-enhancement-3-link-example-schemas-to-example-data,Hfu8Py2R,0,4
690cb7fe03137381d111daa5,[enhancement - 3] Schema Creation: Add a Regex Visualizer,enhancement,3,"**Sprint #**: 13

**Sprint Timeline**: 10/8 - 10/22

**Points**: 3

‌

**Repo**: jadn-sandbox

**Base Branch**: develop
**Feature Branch**: regex-vis",MSR 2,JADN Sandbox,Joshua Cohen,,False,2025-11-06T15:00:17.802Z,https://trello.com/c/h2sjWj0a/847-enhancement-3-schema-creation-add-a-regex-visualizer,h2sjWj0a,0,6
690cb80103137381d111e1b3,[essential - 2] Create New Data Examples,essential,2,"**Sprint #**: 13

**Sprint Timeline**: 10/8 - 10/22

**Points**: 2

‌

**Repo**: jadn-sandbox

**Branch:** link-schemas

‌

**Goal**: Create data examples for schemas with incorrect examples or no examples at all. Create xml examples for existing data.",MSR 2,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T15:00:20.107Z,https://trello.com/c/Zxa5tf4Y/851-essential-2-create-new-data-examples,Zxa5tf4Y,1,1
690cb80103137381d111e144,[essential - 2] JADN Sandbox: Release v0.16.0,essential,2,"Sprint #: 13

Sprint Timeline: 10/08 - 10/22

Points: 2

‌

Repo: jadn-sandbox

Base Branch: develop
Feature Branch:",MSR 2,JADN Sandbox,"Joshua Cohen, Matt",,False,2025-11-06T15:00:19.373Z,https://trello.com/c/tPN7w767/850-essential-2-jadn-sandbox-release-v0160,tPN7w767,0,0
690cb80103137381d111e2c0,[essential - 2] JADN Sandbox: Update Dependencies as needed,essential,2,"**Sprint #**: 12, 13

**Sprint Timeline**: 09/24 - 10/24

**Points**: 2

‌

**Repo**: jadn-sandbox

**Base Branch**: develop
**Feature Branch:** dependencies

**Goal / Issue:** The package.json dependencies are becoming outdated.  Update as needed.

**Technical Details:**

You can update all minor and bug fixes in one whoop and then smoke test the app.  For major version updates, they will need to updated and tested one at a time.

Document the before and after version list from the package.json.  Screen shots are fine.

**How to Test:** Smoke test each page.",MSR 2,"JADN Sandbox, v0.16.0",Joshua Cohen,,False,2025-11-06T15:00:20.084Z,https://trello.com/c/H8OPKeyk/853-essential-2-jadn-sandbox-update-dependencies-as-needed,H8OPKeyk,0,3
690cb7fe03137381d111d741,[essential - 2] Updates to Not fieldoption for Choice,essential,2,"Sprint #: 13

Sprint Timeline: 10/08 - 10/22

Points: 2

‌

Repo: jadn-validation

Base Branch: choice_combine
Feature Branch: choice\_combine\_not

‌

Goal / Issue: Recent updates to the JADN schema have clarified the use and purpose of the Not FieldOption for Choice fields. with this clarified understanding we can update the existing logic to be in compliance with these changes.

Technical Details: added code to CombineAll and mapping utils, as well as changes to tests to accommodate the new updates.

How to Test: tests adjusted to properly reflect the changes in structure.  they can be run to check validity.",MSR 2,JADN Validation,Kevin Cressman,,False,2025-11-06T15:00:16.015Z,https://trello.com/c/USLKmMuJ/840-essential-2-updates-to-not-fieldoption-for-choice,USLKmMuJ,0,1
690cb80303137381d111e7c7,[essential - 3] JADN Validation: Update Untagged Choice Options,essential,3,"Sprint #: 13

Sprint Timeline: 10/08 - 10/22

Points: 3

‌

Repo: jadn-validation

Branch: choice_combine

‌

Goal / Issue: Current tests and behavior of the Combine options are inconsistent with the Untagged Union designation. Remove keys from and properly structure data of these types.

During the process of implementing these changes, a number of other issues were uncovered for both Choice Multiplicity, defaulting to OneOf vs AnyOf, implementation of Combine options, generic typos, and test coverage lacking essential test cases. these updates were essential, and were largely resolved in the course of this ticket, though for clear reporting purposes their tickets have been linked here.

Technical Details:

see [https://github.com/davaya/openc2-jadn/blob/collections/jadn-v2.0.md#443-choice-untagged](https://github.com/davaya/openc2-jadn/blob/collections/jadn-v2.0.md#443-choice-untagged ""smartCard-inline"")  for the relevant section of the JADN spec used for this update.

How to Test: tests adjusted to properly reflect the changes in structure.  they can be run to check validity.",MSR 2,JADN Validation,Kevin Cressman,,False,2025-11-06T15:00:21.174Z,https://trello.com/c/NbxabCJ9/857-essential-3-jadn-validation-update-untagged-choice-options,NbxabCJ9,0,3
690cb80303137381d111e88a,[essential - 3] Sandbox TagID Logic,essential,3,"**Sprint #**: 13

**Sprint Timeline**: 10/8 - 10/22

**Points**: 3

‌

**Repo**: jadn-sandbox

**Base Branch**: develop
**Feature Branch**: tagid (array ipvnet ticket also wrapped into this branch)

‌

**Goal**: Implement tagID into schema creation (change to numeric field - can be negative) first, then data creation, ensuring validity of generated data. _**Only on choice fields within structures.**_ View tag_id unit tests.

‌

A tagged union within a structured type may use the `tagId` option to specify a separate field within that type to be used as its tag",MSR 2,JADN Sandbox,Joshua Cohen,,False,2025-11-06T15:00:21.997Z,https://trello.com/c/1AZ902nR/858-essential-3-sandbox-tagid-logic,1AZ902nR,0,4
690cb7fe03137381d111d87f,[issue - 1] Choice Multiplicity Fixes,issue,1,"Sprint #: 13

Sprint Timeline: 10/08 - 10/22

Points: 1

‌

Repo: jadn-validation

Base Branch: schema\_val\_2.0
Feature Branch: choice_combine

‌

Goal / Issue: Choice is improperly handling validation of multiple values. default choice only allows a singular choice selection.

‌

How to Test: tests adjusted to properly reflect the changes in structure.  they can be run to check validity.",MSR 2,JADN Validation,Kevin Cressman,,False,2025-11-06T15:00:16.307Z,https://trello.com/c/gXj7m80y/844-issue-1-choice-multiplicity-fixes,gXj7m80y,0,1
690cb80103137381d111e2bf,[issue - 1] Data Validation: XML Array as Dict,issue,1,"**Sprint #**: 13

**Sprint Timeline**: 10/8 - 10/22

**Points**: 1

‌

**Repo**: jadn-sandbox, jadn-validation

**Base Branch**: develop
**Feature Branch**: array-xml

‌

**Issue:** Arrays appear as dicts during XML validation, causing validation errors. Also generalized logic into util function and replaced redundant ArrayOf code with this function.

![image.png](https://trello.com/1/cards/68e679492012e5464d031ae8/attachments/68e679c0eb16f132d5185fa1/download/image.png)",MSR 2,"JADN Sandbox, JADN Validation, v0.16.0",Joshua Cohen,,False,2025-11-06T15:00:20.311Z,https://trello.com/c/A2j7Cydy/854-issue-1-data-validation-xml-array-as-dict,A2j7Cydy,0,4
690cb80203137381d111e3fb,[issue - 1] Schema Creation: Array IPvNet Flickering Error,issue,1,"**Sprint #**: 13

**Sprint Timeline**: 10/08 - 10/22

**Points**: 1

‌

**Repo**: jadn-sandbox

**Base Branch**: develop
**Feature Branch**: tagid (second ticket on tagid branch)",MSR 2,JADN Sandbox,Joshua Cohen,,False,2025-11-06T15:00:20.311Z,https://trello.com/c/w5BAgU7p/855-issue-1-schema-creation-array-ipvnet-flickering-error,w5BAgU7p,0,1
690cb80103137381d111e248,[issue - 2] JADN Sandbox: React and React-dom causing docker image to fail,issue,2,"**Sprint #**: 13

**Sprint Timeline**: 10/08 - 10/22

**Points**: 2

‌

**Repo**: jadn-sandbox

**Base Branch**: develop
**Feature Branch**: test

‌

**Issue**: Updating react and react-dom to 19.2.0 causes a blank screen to appear when running the latest docker image.

**Solution:** Revert to 18.2.0 until needed libraries update to support 19.2.0

or

replace react-connected-router

- [https://github.com/lagunovsky/redux-react-router](https://github.com/lagunovsky/redux-react-router ""‌"")

react-helmet-async does not support react 19 & not needed. Remove?

react-dnd and react-select don’t yet support react 19",MSR 2,JADN Sandbox,Joshua Cohen,,False,2025-11-06T15:00:19.642Z,https://trello.com/c/te7uXpHK/852-issue-2-jadn-sandbox-react-and-react-dom-causing-docker-image-to-fail,te7uXpHK,0,0
690cb7fe03137381d111d945,[issue - 2] Schema Creation: Unable to tab to Fields,issue,2,"repo: jadn-sanbox
branch: ui-edits

schema creation: tab order (field id to other field inputs)

- field id goes off into never never land
- this is caused by the onBlur’s data update, which causes a screen refresh, the input focus is lost

![image.png](https://trello.com/1/cards/67697c3f5107c73388199475/attachments/67697c7e1b995a98d6448bbf/download/image.png)",MSR 2,JADN Sandbox,Joshua Cohen,,False,2025-11-06T15:00:17.059Z,https://trello.com/c/QGAiXtV7/845-issue-2-schema-creation-unable-to-tab-to-fields,QGAiXtV7,0,2
690cb7fe03137381d111d946,[issue - 3] Schema Creation: MapOf TypeOption Validation,issue,3,"the “validate schema button“ validation is not correctly accounting the requirements of the ktype field. the guidance on ktype fields states they should be a defined type, but the validate button is allowing BaseTypes as well.",MSR 2,JADN Sandbox,,,False,2025-11-06T15:00:16.660Z,https://trello.com/c/3TZf5Xjr/846-issue-3-schema-creation-mapof-typeoption-validation,3TZf5Xjr,0,3
690cb7fe03137381d111d7a0,[issue - 4]: Translation: JSON Schema miss handling [0..*],issue,4,"JADN:

[https://github.com/oasis-tcs/openc2-jadn-im/blob/CN02-(draft)-2024-11-19/schemas/music-library-v1_1.jadn](https://github.com/oasis-tcs/openc2-jadn-im/blob/CN02-(draft)-2024-11-19/schemas/music-library-v1_1.jadn ""smartCard-inline"")

![image.png](https://trello.com/1/cards/6759e786a19658d55c6b2c65/attachments/6759e7dad3c4f3f832aa2b4f/download/image.png)",MSR 2,JADN Sandbox,,,False,2025-11-06T15:00:16.474Z,https://trello.com/c/I0TNOHkV/842-issue-4-translation-json-schema-miss-handling-0,I0TNOHkV,0,2
